3.0,16.0,2.0,2.0,101.0,8.0,9.0,18.0,3.0,26.0,5.0,5.0,32.0,6.0,2.0,1.0,76.0
5.0,28.0,2.0,2.0,98.0,1.0,3.0,32.0,3.0,49.0,5.0,5.0,45.0,4.0,3.0,4.0,57.0
12.0,23.0,1.0,1.0,101.0,8.0,9.0,23.0,2.0,42.0,1.0,1.0,50.0,7.0,3.0,2.0,74.0
5.0,30.0,1.0,1.0,101.0,8.0,9.0,31.0,3.0,28.0,2.0,2.0,44.0,10.0,6.0,4.0,65.0
10.0,21.0,1.0,1.0,86.0,5.0,7.0,21.0,2.0,21.0,1.0,1.0,15.0,5.0,3.0,2.0,51.0
5.0,20.0,2.0,2.0,91.0,1.0,3.0,21.0,3.0,51.0,3.0,3.0,25.0,7.0,4.0,2.0,83.0
4.0,26.0,3.0,2.0,94.0,1.0,6.0,29.0,3.0,49.0,2.0,2.0,64.0,9.0,3.0,1.0,92.0
17.0,19.0,3.0,1.0,56.0,5.0,6.0,23.0,1.0,46.0,2.0,2.0,80.0,8.0,4.0,1.0,92.0
8.0,18.0,1.0,1.0,101.0,8.0,9.0,18.0,2.0,30.0,1.0,1.0,29.0,4.0,2.0,2.0,58.0
33.0,16.0,3.0,3.0,83.0,5.0,5.0,18.0,1.0,54.0,2.0,2.0,20.0,4.0,3.0,2.0,64.0
9.0,39.0,5.0,5.0,101.0,7.0,9.0,40.0,2.0,37.0,5.0,5.0,51.0,15.0,3.0,5.0,90.0
4.0,16.0,4.0,3.0,84.0,7.0,3.0,19.0,5.0,34.0,6.0,6.0,6.0,2.0,2.0,1.0,23.0
13.0,10.0,4.0,4.0,65.0,1.0,3.0,13.0,1.0,28.0,1.0,1.0,63.0,7.0,3.0,2.0,101.0
8.0,40.0,3.0,3.0,101.0,7.0,9.0,40.0,5.0,68.0,3.0,3.0,16.0,6.0,3.0,1.0,51.0
5.0,20.0,1.0,1.0,101.0,8.0,9.0,20.0,3.0,22.0,1.0,1.0,54.0,6.0,2.0,2.0,56.0
7.0,24.0,3.0,3.0,89.0,7.0,3.0,27.0,6.0,43.0,1.0,1.0,32.0,6.0,4.0,2.0,68.0
14.0,23.0,4.0,2.0,85.0,1.0,3.0,26.0,1.0,57.0,5.0,4.0,80.0,6.0,4.0,4.0,101.0
11.0,15.0,2.0,2.0,94.0,7.0,3.0,16.0,2.0,14.0,3.0,3.0,53.0,4.0,2.0,3.0,57.0
14.0,12.0,1.0,1.0,101.0,8.0,9.0,14.0,1.0,63.0,1.0,1.0,2.0,2.0,5.0,1.0,72.0
5.0,34.0,1.0,1.0,101.0,8.0,9.0,35.0,2.0,39.0,3.0,3.0,38.0,14.0,2.0,1.0,89.0
5.0,20.0,1.0,1.0,101.0,8.0,9.0,21.0,3.0,21.0,4.0,4.0,43.0,3.0,3.0,2.0,51.0
17.0,41.0,1.0,1.0,101.0,8.0,9.0,45.0,1.0,24.0,2.0,2.0,80.0,19.0,2.0,14.0,81.0
3.0,42.0,1.0,1.0,101.0,8.0,9.0,43.0,4.0,39.0,2.0,2.0,43.0,8.0,3.0,3.0,83.0
4.0,30.0,1.0,1.0,101.0,8.0,9.0,30.0,3.0,32.0,4.0,4.0,23.0,7.0,4.0,1.0,70.0
8.0,27.0,1.0,1.0,101.0,8.0,9.0,31.0,2.0,41.0,1.0,1.0,13.0,4.0,3.0,1.0,57.0
7.0,20.0,1.0,1.0,90.0,5.0,7.0,20.0,2.0,54.0,2.0,2.0,98.0,9.0,3.0,7.0,101.0
18.0,36.0,1.0,1.0,98.0,7.0,7.0,40.0,1.0,37.0,3.0,3.0,21.0,5.0,2.0,1.0,57.0
19.0,22.0,1.0,1.0,101.0,8.0,9.0,23.0,1.0,28.0,1.0,1.0,89.0,10.0,4.0,6.0,94.0
9.0,21.0,1.0,1.0,96.0,6.0,7.0,21.0,2.0,31.0,1.0,1.0,75.0,9.0,5.0,4.0,87.0
7.0,43.0,1.0,1.0,99.0,6.0,7.0,44.0,4.0,50.0,4.0,4.0,11.0,9.0,3.0,1.0,68.0
15.0,23.0,1.0,1.0,101.0,8.0,9.0,24.0,1.0,40.0,1.0,1.0,58.0,5.0,2.0,2.0,101.0
12.0,15.0,1.0,1.0,101.0,8.0,9.0,16.0,2.0,41.0,1.0,1.0,33.0,5.0,3.0,1.0,76.0
9.0,11.0,1.0,1.0,101.0,8.0,9.0,12.0,2.0,19.0,6.0,6.0,61.0,8.0,2.0,1.0,101.0
5.0,13.0,8.0,5.0,51.0,4.0,4.0,23.0,3.0,28.0,3.0,3.0,80.0,6.0,3.0,3.0,89.0
31.0,25.0,1.0,1.0,89.0,7.0,7.0,25.0,1.0,26.0,1.0,1.0,46.0,13.0,2.0,3.0,94.0
2.0,12.0,2.0,1.0,80.0,4.0,6.0,15.0,2.0,30.0,6.0,6.0,38.0,6.0,3.0,3.0,71.0
10.0,35.0,1.0,1.0,101.0,8.0,9.0,35.0,2.0,63.0,2.0,2.0,25.0,4.0,5.0,1.0,79.0
12.0,39.0,2.0,2.0,77.0,5.0,7.0,44.0,2.0,51.0,2.0,2.0,64.0,8.0,5.0,5.0,87.0
12.0,44.0,1.0,1.0,99.0,5.0,7.0,45.0,2.0,40.0,3.0,3.0,37.0,4.0,5.0,2.0,48.0
6.0,22.0,2.0,2.0,97.0,7.0,4.0,24.0,2.0,53.0,5.0,5.0,67.0,5.0,4.0,2.0,79.0
8.0,39.0,1.0,1.0,101.0,8.0,9.0,40.0,3.0,19.0,2.0,2.0,28.0,12.0,3.0,3.0,73.0
16.0,20.0,1.0,1.0,90.0,5.0,7.0,20.0,1.0,22.0,1.0,1.0,35.0,7.0,4.0,2.0,65.0
3.0,36.0,1.0,1.0,94.0,7.0,7.0,41.0,4.0,41.0,1.0,1.0,23.0,6.0,5.0,1.0,61.0
9.0,21.0,2.0,2.0,96.0,5.0,7.0,22.0,2.0,39.0,3.0,3.0,50.0,6.0,6.0,2.0,68.0
9.0,9.0,1.0,1.0,101.0,8.0,9.0,9.0,2.0,51.0,1.0,1.0,34.0,3.0,2.0,1.0,101.0
13.0,40.0,1.0,1.0,99.0,7.0,7.0,41.0,1.0,36.0,3.0,3.0,18.0,7.0,6.0,1.0,62.0
4.0,30.0,2.0,2.0,88.0,7.0,3.0,32.0,3.0,66.0,2.0,2.0,86.0,4.0,6.0,3.0,101.0
8.0,16.0,2.0,2.0,94.0,7.0,7.0,17.0,3.0,34.0,1.0,1.0,60.0,4.0,3.0,3.0,84.0
2.0,23.0,1.0,1.0,97.0,7.0,7.0,26.0,6.0,5.0,3.0,3.0,38.0,12.0,2.0,2.0,81.0
20.0,6.0,2.0,2.0,81.0,7.0,7.0,7.0,1.0,81.0,1.0,1.0,41.0,2.0,3.0,1.0,101.0
3.0,17.0,1.0,1.0,101.0,6.0,9.0,21.0,9.0,31.0,1.0,1.0,79.0,7.0,3.0,5.0,68.0
7.0,15.0,2.0,1.0,74.0,7.0,6.0,16.0,3.0,54.0,1.0,1.0,82.0,4.0,4.0,3.0,87.0
14.0,21.0,1.0,1.0,101.0,8.0,9.0,21.0,1.0,41.0,1.0,1.0,18.0,3.0,3.0,1.0,51.0
8.0,41.0,1.0,1.0,101.0,7.0,9.0,44.0,5.0,43.0,3.0,3.0,81.0,6.0,3.0,5.0,71.0
6.0,27.0,1.0,1.0,97.0,7.0,7.0,28.0,3.0,38.0,2.0,2.0,38.0,6.0,5.0,1.0,76.0
3.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,2.0,14.0,2.0,2.0,23.0,5.0,2.0,2.0,44.0
8.0,42.0,1.0,1.0,99.0,7.0,7.0,43.0,5.0,58.0,1.0,1.0,45.0,5.0,6.0,3.0,70.0
12.0,40.0,1.0,1.0,99.0,7.0,7.0,43.0,2.0,37.0,1.0,1.0,47.0,6.0,5.0,2.0,70.0
3.0,26.0,1.0,1.0,90.0,6.0,7.0,28.0,4.0,38.0,13.0,12.0,64.0,14.0,4.0,5.0,95.0
7.0,12.0,3.0,3.0,93.0,6.0,3.0,15.0,6.0,18.0,4.0,4.0,84.0,6.0,3.0,3.0,101.0
21.0,14.0,1.0,1.0,101.0,8.0,9.0,15.0,1.0,58.0,1.0,1.0,1.0,3.0,4.0,1.0,72.0
3.0,22.0,1.0,1.0,101.0,8.0,9.0,23.0,5.0,37.0,5.0,5.0,44.0,5.0,7.0,1.0,84.0
3.0,18.0,1.0,1.0,95.0,7.0,7.0,19.0,5.0,34.0,4.0,4.0,43.0,4.0,5.0,4.0,59.0
3.0,21.0,1.0,1.0,101.0,8.0,9.0,24.0,3.0,40.0,3.0,3.0,37.0,4.0,2.0,2.0,68.0
9.0,25.0,1.0,1.0,97.0,7.0,7.0,25.0,2.0,76.0,2.0,2.0,88.0,5.0,3.0,4.0,101.0
3.0,6.0,1.0,1.0,101.0,8.0,9.0,8.0,3.0,44.0,2.0,2.0,38.0,4.0,3.0,1.0,84.0
14.0,14.0,2.0,2.0,94.0,7.0,3.0,15.0,1.0,30.0,1.0,1.0,37.0,2.0,2.0,2.0,41.0
22.0,28.0,2.0,2.0,80.0,5.0,7.0,29.0,1.0,22.0,2.0,2.0,102.0,16.0,2.0,12.0,95.0
10.0,24.0,1.0,1.0,84.0,5.0,7.0,24.0,2.0,53.0,1.0,1.0,50.0,5.0,5.0,2.0,81.0
16.0,15.0,1.0,1.0,101.0,8.0,9.0,16.0,1.0,48.0,1.0,1.0,8.0,3.0,3.0,1.0,81.0
4.0,11.0,1.0,1.0,101.0,8.0,9.0,12.0,2.0,65.0,2.0,2.0,3.0,2.0,4.0,1.0,68.0
7.0,20.0,2.0,2.0,101.0,8.0,9.0,20.0,2.0,33.0,1.0,1.0,7.0,2.0,3.0,1.0,51.0
2.0,15.0,2.0,2.0,89.0,5.0,7.0,17.0,4.0,70.0,5.0,5.0,59.0,4.0,5.0,2.0,89.0
13.0,27.0,1.0,1.0,101.0,8.0,9.0,27.0,1.0,55.0,2.0,2.0,2.0,3.0,2.0,1.0,76.0
3.0,6.0,2.0,2.0,87.0,7.0,5.0,8.0,5.0,44.0,1.0,1.0,78.0,4.0,2.0,2.0,101.0
2.0,27.0,1.0,1.0,97.0,7.0,7.0,29.0,4.0,47.0,2.0,2.0,5.0,5.0,6.0,1.0,65.0
24.0,12.0,1.0,1.0,83.0,7.0,7.0,12.0,1.0,46.0,2.0,2.0,14.0,2.0,2.0,1.0,101.0
7.0,25.0,4.0,3.0,75.0,7.0,3.0,28.0,4.0,64.0,3.0,3.0,54.0,7.0,5.0,3.0,93.0
3.0,17.0,1.0,1.0,60.0,5.0,7.0,18.0,2.0,48.0,4.0,4.0,56.0,8.0,4.0,2.0,92.0
6.0,12.0,2.0,2.0,93.0,7.0,4.0,14.0,2.0,32.0,1.0,1.0,95.0,4.0,3.0,4.0,101.0
5.0,11.0,13.0,10.0,54.0,1.0,3.0,18.0,2.0,36.0,3.0,3.0,38.0,6.0,3.0,1.0,81.0
10.0,27.0,1.0,1.0,101.0,7.0,8.0,28.0,3.0,49.0,1.0,1.0,62.0,4.0,5.0,3.0,79.0
38.0,16.0,1.0,1.0,77.0,5.0,7.0,18.0,1.0,30.0,2.0,2.0,52.0,4.0,2.0,2.0,81.0
7.0,16.0,1.0,1.0,101.0,8.0,9.0,18.0,2.0,30.0,1.0,1.0,17.0,7.0,3.0,2.0,70.0
11.0,10.0,1.0,1.0,81.0,6.0,7.0,11.0,2.0,51.0,3.0,3.0,81.0,5.0,4.0,2.0,101.0
3.0,24.0,1.0,1.0,93.0,5.0,7.0,27.0,3.0,59.0,4.0,4.0,58.0,6.0,3.0,2.0,101.0
8.0,14.0,2.0,1.0,70.0,5.0,6.0,18.0,2.0,51.0,3.0,3.0,76.0,4.0,3.0,2.0,101.0
16.0,34.0,1.0,1.0,98.0,7.0,7.0,35.0,1.0,39.0,1.0,1.0,4.0,4.0,3.0,1.0,57.0
4.0,29.0,1.0,1.0,101.0,8.0,9.0,29.0,6.0,12.0,5.0,5.0,18.0,3.0,2.0,1.0,61.0
7.0,30.0,4.0,3.0,80.0,7.0,3.0,35.0,2.0,39.0,4.0,4.0,39.0,12.0,2.0,2.0,87.0
1.0,12.0,2.0,1.0,45.0,5.0,6.0,17.0,2.0,76.0,2.0,2.0,94.0,4.0,7.0,3.0,91.0
8.0,20.0,3.0,2.0,87.0,4.0,6.0,22.0,3.0,34.0,4.0,4.0,57.0,4.0,3.0,2.0,84.0
1.0,4.0,1.0,1.0,101.0,8.0,9.0,7.0,6.0,34.0,10.0,10.0,2.0,2.0,3.0,1.0,51.0
4.0,29.0,1.0,1.0,98.0,5.0,7.0,31.0,5.0,38.0,4.0,4.0,5.0,5.0,3.0,1.0,87.0
4.0,21.0,5.0,3.0,89.0,7.0,4.0,25.0,5.0,68.0,2.0,2.0,17.0,4.0,3.0,1.0,64.0
5.0,35.0,3.0,2.0,89.0,2.0,4.0,41.0,5.0,74.0,4.0,4.0,13.0,4.0,13.0,1.0,90.0
4.0,32.0,1.0,1.0,101.0,8.0,9.0,33.0,7.0,64.0,3.0,2.0,27.0,6.0,15.0,1.0,87.0
14.0,12.0,1.0,1.0,101.0,8.0,9.0,12.0,1.0,28.0,5.0,5.0,82.0,7.0,2.0,3.0,89.0
3.0,9.0,1.0,1.0,101.0,8.0,9.0,10.0,2.0,34.0,2.0,2.0,67.0,6.0,3.0,2.0,89.0
7.0,26.0,1.0,1.0,101.0,8.0,9.0,26.0,5.0,37.0,4.0,4.0,55.0,12.0,2.0,2.0,101.0
9.0,28.0,1.0,1.0,101.0,8.0,9.0,31.0,2.0,24.0,1.0,1.0,41.0,10.0,4.0,2.0,69.0
18.0,47.0,1.0,1.0,101.0,8.0,9.0,52.0,1.0,37.0,1.0,1.0,42.0,9.0,2.0,3.0,76.0
8.0,35.0,1.0,1.0,83.0,6.0,7.0,35.0,2.0,51.0,1.0,1.0,98.0,7.0,5.0,5.0,101.0
78.0,15.0,1.0,1.0,101.0,8.0,9.0,15.0,1.0,37.0,4.0,4.0,4.0,3.0,2.0,1.0,44.0
4.0,35.0,1.0,1.0,101.0,8.0,9.0,35.0,4.0,27.0,1.0,1.0,67.0,22.0,5.0,6.0,97.0
9.0,34.0,1.0,1.0,86.0,5.0,7.0,34.0,3.0,37.0,5.0,5.0,49.0,6.0,4.0,4.0,63.0
7.0,36.0,1.0,1.0,101.0,8.0,9.0,38.0,2.0,44.0,2.0,2.0,19.0,7.0,5.0,1.0,72.0
4.0,22.0,1.0,1.0,96.0,6.0,8.0,22.0,2.0,72.0,2.0,2.0,43.0,4.0,4.0,2.0,76.0
4.0,55.0,1.0,1.0,99.0,7.0,7.0,57.0,4.0,42.0,5.0,5.0,26.0,7.0,4.0,1.0,91.0
8.0,37.0,1.0,1.0,101.0,8.0,9.0,37.0,2.0,40.0,2.0,2.0,2.0,4.0,5.0,1.0,51.0
6.0,13.0,1.0,1.0,101.0,8.0,9.0,13.0,3.0,43.0,3.0,3.0,86.0,3.0,3.0,3.0,84.0
3.0,26.0,1.0,1.0,101.0,8.0,9.0,27.0,4.0,43.0,4.0,4.0,41.0,6.0,4.0,3.0,74.0
5.0,33.0,2.0,2.0,98.0,7.0,4.0,34.0,6.0,22.0,6.0,6.0,44.0,13.0,5.0,4.0,77.0
41.0,24.0,2.0,2.0,86.0,5.0,5.0,28.0,1.0,53.0,1.0,1.0,76.0,5.0,4.0,2.0,89.0
4.0,52.0,1.0,1.0,99.0,5.0,7.0,52.0,4.0,28.0,12.0,10.0,81.0,18.0,3.0,11.0,80.0
21.0,25.0,3.0,2.0,82.0,5.0,6.0,27.0,1.0,39.0,2.0,2.0,43.0,7.0,4.0,3.0,70.0
4.0,25.0,2.0,2.0,89.0,6.0,3.0,34.0,4.0,63.0,6.0,6.0,70.0,9.0,5.0,2.0,101.0
6.0,60.0,2.0,2.0,99.0,5.0,7.0,60.0,6.0,37.0,13.0,12.0,45.0,8.0,6.0,2.0,93.0
12.0,30.0,3.0,3.0,91.0,1.0,7.0,30.0,2.0,25.0,1.0,1.0,68.0,12.0,2.0,4.0,101.0
6.0,23.0,1.0,1.0,101.0,8.0,9.0,23.0,3.0,56.0,1.0,1.0,4.0,2.0,4.0,1.0,45.0
11.0,31.0,1.0,1.0,79.0,5.0,7.0,33.0,4.0,35.0,2.0,2.0,18.0,3.0,11.0,1.0,68.0
8.0,24.0,1.0,1.0,101.0,8.0,9.0,25.0,4.0,34.0,3.0,3.0,59.0,9.0,3.0,5.0,64.0
2.0,38.0,1.0,1.0,101.0,8.0,9.0,45.0,6.0,17.0,4.0,4.0,20.0,5.0,3.0,2.0,36.0
4.0,28.0,3.0,2.0,69.0,7.0,5.0,32.0,6.0,46.0,5.0,5.0,12.0,2.0,5.0,1.0,57.0
8.0,25.0,1.0,1.0,84.0,5.0,7.0,25.0,3.0,34.0,3.0,3.0,14.0,3.0,3.0,1.0,32.0
6.0,29.0,1.0,1.0,101.0,8.0,9.0,30.0,6.0,39.0,4.0,4.0,12.0,6.0,4.0,1.0,74.0
4.0,32.0,2.0,2.0,95.0,5.0,3.0,33.0,5.0,57.0,3.0,3.0,19.0,6.0,7.0,2.0,80.0
14.0,15.0,1.0,1.0,101.0,8.0,9.0,18.0,1.0,36.0,2.0,2.0,12.0,3.0,2.0,1.0,61.0
5.0,6.0,2.0,2.0,101.0,7.0,9.0,6.0,3.0,41.0,6.0,6.0,84.0,2.0,3.0,2.0,101.0
9.0,16.0,3.0,3.0,82.0,5.0,7.0,17.0,2.0,82.0,12.0,11.0,14.0,3.0,5.0,1.0,101.0
7.0,18.0,3.0,2.0,91.0,5.0,6.0,21.0,4.0,56.0,2.0,2.0,17.0,4.0,9.0,1.0,74.0
14.0,9.0,5.0,5.0,81.0,7.0,5.0,11.0,1.0,51.0,2.0,2.0,94.0,2.0,3.0,2.0,101.0
7.0,39.0,4.0,2.0,80.0,7.0,3.0,50.0,3.0,49.0,2.0,2.0,46.0,9.0,4.0,5.0,66.0
5.0,35.0,1.0,1.0,98.0,7.0,7.0,38.0,5.0,28.0,4.0,4.0,81.0,18.0,4.0,13.0,84.0
7.0,27.0,1.0,1.0,72.0,5.0,7.0,29.0,2.0,55.0,1.0,1.0,53.0,6.0,5.0,2.0,83.0
17.0,19.0,1.0,1.0,101.0,8.0,9.0,20.0,1.0,69.0,1.0,1.0,30.0,4.0,4.0,1.0,87.0
3.0,36.0,1.0,1.0,96.0,7.0,7.0,39.0,4.0,25.0,4.0,4.0,39.0,6.0,2.0,3.0,51.0
7.0,24.0,1.0,1.0,101.0,8.0,9.0,27.0,3.0,43.0,4.0,4.0,106.0,7.0,3.0,7.0,101.0
3.0,33.0,1.0,1.0,89.0,5.0,7.0,34.0,2.0,28.0,1.0,1.0,57.0,16.0,3.0,7.0,79.0
14.0,11.0,1.0,1.0,101.0,8.0,9.0,11.0,1.0,51.0,1.0,1.0,13.0,5.0,3.0,1.0,87.0
8.0,46.0,1.0,1.0,101.0,8.0,9.0,73.0,3.0,75.0,1.0,1.0,35.0,5.0,13.0,1.0,74.0
19.0,9.0,1.0,1.0,101.0,8.0,9.0,9.0,1.0,26.0,1.0,1.0,18.0,3.0,2.0,1.0,76.0
9.0,26.0,1.0,1.0,97.0,5.0,7.0,26.0,2.0,57.0,2.0,2.0,7.0,3.0,4.0,1.0,57.0
3.0,19.0,1.0,1.0,101.0,8.0,9.0,22.0,3.0,58.0,4.0,4.0,27.0,4.0,3.0,1.0,84.0
6.0,20.0,2.0,1.0,84.0,7.0,6.0,24.0,3.0,58.0,1.0,1.0,40.0,3.0,4.0,1.0,101.0
8.0,56.0,1.0,1.0,96.0,5.0,7.0,58.0,3.0,40.0,1.0,1.0,33.0,7.0,5.0,3.0,58.0
2.0,17.0,1.0,1.0,101.0,8.0,9.0,18.0,4.0,48.0,1.0,1.0,26.0,5.0,4.0,2.0,90.0
5.0,10.0,1.0,1.0,101.0,8.0,9.0,10.0,3.0,34.0,4.0,4.0,81.0,6.0,3.0,4.0,89.0
17.0,18.0,2.0,1.0,90.0,7.0,6.0,19.0,1.0,62.0,2.0,2.0,45.0,2.0,3.0,1.0,76.0
2.0,23.0,2.0,2.0,89.0,7.0,7.0,25.0,4.0,39.0,6.0,6.0,30.0,5.0,4.0,3.0,59.0
8.0,8.0,1.0,1.0,101.0,8.0,9.0,8.0,2.0,58.0,2.0,2.0,92.0,2.0,3.0,2.0,76.0
2.0,36.0,1.0,1.0,101.0,8.0,9.0,37.0,2.0,26.0,3.0,3.0,9.0,3.0,4.0,1.0,68.0
11.0,21.0,1.0,1.0,91.0,5.0,7.0,21.0,2.0,21.0,1.0,1.0,9.0,2.0,2.0,1.0,51.0
3.0,12.0,1.0,1.0,101.0,8.0,9.0,14.0,2.0,39.0,2.0,1.0,21.0,3.0,2.0,2.0,39.0
10.0,20.0,1.0,1.0,101.0,8.0,9.0,20.0,2.0,54.0,1.0,1.0,1.0,2.0,2.0,1.0,30.0
2.0,36.0,1.0,1.0,79.0,5.0,7.0,41.0,5.0,29.0,9.0,9.0,17.0,11.0,5.0,3.0,69.0
5.0,19.0,3.0,1.0,68.0,5.0,6.0,25.0,3.0,59.0,6.0,6.0,1.0,1.0,5.0,1.0,64.0
2.0,28.0,2.0,1.0,95.0,7.0,6.0,32.0,4.0,17.0,2.0,2.0,4.0,9.0,3.0,1.0,60.0
5.0,39.0,1.0,1.0,94.0,5.0,7.0,41.0,3.0,34.0,3.0,3.0,49.0,13.0,4.0,4.0,84.0
5.0,36.0,1.0,1.0,101.0,8.0,9.0,37.0,6.0,45.0,5.0,5.0,42.0,2.0,4.0,1.0,81.0
24.0,24.0,1.0,1.0,101.0,8.0,9.0,24.0,1.0,40.0,2.0,2.0,26.0,4.0,5.0,2.0,63.0
8.0,22.0,1.0,1.0,101.0,8.0,9.0,23.0,2.0,39.0,1.0,1.0,11.0,3.0,3.0,1.0,68.0
5.0,32.0,1.0,1.0,101.0,8.0,9.0,32.0,2.0,43.0,4.0,4.0,3.0,2.0,2.0,1.0,21.0
4.0,14.0,8.0,8.0,101.0,7.0,9.0,14.0,3.0,16.0,2.0,2.0,54.0,7.0,3.0,2.0,90.0
2.0,22.0,1.0,1.0,101.0,7.0,8.0,25.0,2.0,30.0,2.0,2.0,3.0,6.0,3.0,1.0,65.0
2.0,36.0,1.0,1.0,101.0,8.0,9.0,37.0,6.0,43.0,2.0,2.0,13.0,3.0,3.0,1.0,45.0
34.0,24.0,2.0,2.0,101.0,1.0,9.0,24.0,1.0,36.0,1.0,1.0,4.0,4.0,4.0,1.0,56.0
3.0,33.0,1.0,1.0,98.0,5.0,7.0,36.0,6.0,35.0,4.0,4.0,14.0,3.0,5.0,1.0,68.0
8.0,24.0,2.0,2.0,97.0,7.0,7.0,25.0,2.0,64.0,1.0,1.0,48.0,5.0,5.0,1.0,90.0
5.0,32.0,1.0,1.0,95.0,7.0,7.0,32.0,4.0,56.0,2.0,2.0,32.0,5.0,3.0,1.0,61.0
8.0,41.0,1.0,1.0,101.0,8.0,9.0,44.0,5.0,31.0,10.0,9.0,84.0,11.0,6.0,7.0,80.0
12.0,21.0,2.0,1.0,39.0,5.0,6.0,25.0,2.0,51.0,14.0,14.0,10.0,5.0,5.0,3.0,63.0
5.0,55.0,3.0,2.0,99.0,7.0,6.0,61.0,5.0,26.0,3.0,3.0,20.0,7.0,5.0,1.0,58.0
4.0,35.0,1.0,1.0,98.0,7.0,7.0,36.0,8.0,36.0,3.0,3.0,35.0,9.0,8.0,3.0,72.0
4.0,26.0,1.0,1.0,87.0,5.0,7.0,30.0,2.0,35.0,1.0,1.0,58.0,5.0,3.0,3.0,68.0
13.0,16.0,1.0,1.0,94.0,7.0,7.0,16.0,1.0,14.0,2.0,2.0,90.0,8.0,2.0,6.0,101.0
13.0,26.0,1.0,1.0,101.0,8.0,9.0,26.0,1.0,41.0,1.0,1.0,18.0,3.0,5.0,2.0,51.0
9.0,27.0,1.0,1.0,97.0,5.0,7.0,27.0,3.0,16.0,4.0,4.0,57.0,5.0,2.0,2.0,68.0
5.0,29.0,1.0,1.0,101.0,8.0,9.0,31.0,3.0,21.0,2.0,2.0,11.0,5.0,3.0,1.0,56.0
9.0,27.0,1.0,1.0,101.0,8.0,9.0,27.0,2.0,20.0,2.0,2.0,5.0,4.0,2.0,1.0,26.0
12.0,10.0,3.0,1.0,65.0,5.0,6.0,12.0,2.0,37.0,4.0,4.0,69.0,3.0,4.0,2.0,101.0
6.0,5.0,4.0,4.0,68.0,7.0,3.0,8.0,2.0,34.0,2.0,2.0,58.0,3.0,2.0,1.0,101.0
6.0,17.0,1.0,1.0,101.0,8.0,9.0,19.0,2.0,12.0,1.0,1.0,26.0,8.0,2.0,2.0,81.0
6.0,30.0,1.0,1.0,94.0,7.0,7.0,31.0,4.0,58.0,2.0,2.0,44.0,6.0,4.0,3.0,74.0
7.0,14.0,3.0,2.0,70.0,1.0,3.0,17.0,4.0,39.0,1.0,1.0,95.0,3.0,4.0,2.0,84.0
9.0,31.0,3.0,3.0,98.0,7.0,7.0,37.0,3.0,54.0,1.0,1.0,60.0,6.0,5.0,1.0,76.0
2.0,13.0,3.0,3.0,87.0,7.0,3.0,16.0,2.0,30.0,3.0,3.0,67.0,7.0,2.0,3.0,90.0
5.0,36.0,1.0,1.0,101.0,8.0,9.0,36.0,5.0,15.0,3.0,3.0,4.0,7.0,2.0,1.0,48.0
18.0,23.0,1.0,1.0,89.0,7.0,7.0,27.0,1.0,47.0,1.0,1.0,65.0,6.0,4.0,4.0,91.0
7.0,32.0,1.0,1.0,98.0,5.0,7.0,34.0,2.0,34.0,1.0,1.0,36.0,7.0,4.0,2.0,60.0
